Name,Size,Bus,Format Type,Price
Lenovo CD8P,30720 GB,NVM,NVMProtocol,NULL
Lenovo CD8P,6400 GB,NVM,NVMProtocol,NULL
Lenovo CD8P,7680 GB,NVM,NVMProtocol,NULL
Lenovo P5520,3840 GB,NVM,NVMProtocol,42043.95
Lenovo P5520,7680 GB,NVM,NVMProtocol,42043.95
Lenovo P5620,1600 GB,NVM,NVMProtocol,42043.95
Lenovo PM1653,15360 GB,SATA,SATAProtocol,NULL
Lenovo PM1653,30720 GB,SATA,SATAProtocol,NULL
Lenovo S4520,480 GB,SATA,SATAProtocol,42043.95
Lenovo THINKSYSTEM M.2 PM9A3 960GB,960 GB,NVM,NVMProtocol,NULL
Lexar NM620 512 GB,512 GB,NVM,NVMProtocol,6606.18
Mach Xtreme SATA DOM Solid State Drive,32 GB,SATA,SATAProtocol,NULL
Mach Xtreme Technology DS Fusion Ultra,120 GB,SATA,SATAProtocol,NULL
Mach Xtreme Technology DS Turbo PREMIUM Series,120 GB,SATA,SATAProtocol,NULL
Micron 1100,256 GB,SATA,SATAProtocol,17529.12
MSI S78-440Q550-P83,2000 GB,NVM,NVMProtocol,NULL
MSI SPATIUM M371 1TB,1000 GB,NVM,NVMProtocol,21911.62
MSI SPATIUM M371 NVME M.2 1TB,1000 GB,NVM,NVMProtocol,NULL
MSI Spatium M371 NVMe M.2 2TB,2000 GB,NVM,NVMProtocol,NULL
MSI SPATIUM M371 NVME M.2 500GB,500 GB,NVM,NVMProtocol,NULL
MSI SPATIUM M390 NVME M.2 Solid State Drive 2TB,2000 GB,NVM,NVMProtocol,NULL
MSI SPATIUM M450 PCIe 4.0 NVMe M.2,1000 GB,NVM,NVMProtocol,NULL
MSI SPATIUM M450 PCIe 4.0 NVMe M.2 1TB,1000 GB,NVM,NVMProtocol,NULL
MSI Spatium M450 PCIe 4.0 NVMe M.2 500GB,500 GB,NVM,NVMProtocol,NULL
MSI Spatium M450 PCIe 4.0 NVMe M.2 500GB V1,500 GB,NVM,NVMProtocol,NULL
MSI Spatium M460 PCIe 4.0 NVMe M.2,1000 GB,NVM,NVMProtocol,NULL
MSI SPATIUM M460 PCIE 4.0 NVME M.2 2TB,2000 GB,NVM,NVMProtocol,NULL
MSI SPATIUM M461 500GB Solid State Drive PCIe 4.0 NVMe M.2,500 GB,NVM,NVMProtocol,NULL
MSI SPATIUM M470 PRO PCIe 4.0 NVMe M.2,2000 GB,NVM,NVMProtocol,NULL
MSI Spatium M470 PRO PCIe 4.0 NVMe M.2 1TB,1000 GB,NVM,NVMProtocol,NULL
MSI SPATIUM M480 PCIE 4.0 NVME M.2 1TB PLAY,1000 GB,NVM,NVMProtocol,NULL
MSI Spatium M480 PRO PCIe 4.0 NVMe M.2 1TB,1000 GB,NVM,NVMProtocol,NULL
MSI Spatium M480 PRO PCIE 4.0 NVME M.2 2TB,2000 GB,NVM,NVMProtocol,NULL
MSI SPATIUM M480 PRO PCIE 4.0 NVME M.2 4TB,4000 GB,NVM,NVMProtocol,NULL
MSI SPATIUM M480 PRO PCIe 4.0 NVMe M.2 PLAY,2000 GB,NVM,NVMProtocol,15544.73
MSI SPATIUM M482,2000 GB,NVM,NVMProtocol,11827.49
MSI Spatium M560 PCIE 5.0 NVME M.2,2000 GB,NVM,NVMProtocol,NULL
MSI Spatium M560 PCIE 5.0 NVME M.2 1TB,1000 GB,NVM,NVMProtocol,NULL
MSI SPATIUM M570 PCIE 5.0 NVME M.2 1TB HS,1000 GB,NVM,NVMProtocol,NULL
MSI SPATIUM M570 PRO PCIE 5.0 NVME M.2 2TB FROZR,2000 GB,NVM,NVMProtocol,NULL
MSI Spatium S270 SATA 2.5 240GB,240 GB,SATA,SATAProtocol,NULL
MSI Spatium S270 SATA 2.5 480GB,480 GB,SATA,SATAProtocol,NULL
MSI Spatium S270 SATA 2.5 960GB,960 GB,SATA,SATAProtocol,NULL
MSI Spatium S78-440L1D0-P83,1000 GB,NVM,NVMProtocol,NULL
MSI Solid State Drive SPATIUM M450 M.2 PCIE 2TB,2000 GB,NVM,NVMProtocol,NULL
Mushkin Element 1000 GB,1000 GB,NVM,NVMProtocol,16371.27
Mushkin Element 2000 GB,2000 GB,NVM,NVMProtocol,16371.27
Mushkin Element 4000 GB,4000 GB,NVM,NVMProtocol,16371.27
Mushkin Element 512 GB,512 GB,NVM,NVMProtocol,16371.27
OCZ TL100  120GB TLC,120 GB,SATA,SATAProtocol,NULL
OCZ TL100  240GB TLC,240 GB,SATA,SATAProtocol,NULL
OCZ TR150  480GB TLC,480 GB,SATA,SATAProtocol,NULL
OCZ TR150  960GB TLC,960 GB,SATA,SATAProtocol,NULL
OCZ VT180  480GB MLC,480 GB,SATA,SATAProtocol,NULL
Origin Storage 00UP435-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP440-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP457-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP471-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP477-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP488-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP490-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP498-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP622-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP647-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP662-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP683-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP689-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP702-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP703-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP707-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP727-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP733-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP735-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP736-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP739-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 00UP747-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 01LX205-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM075-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM076-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM079-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM080-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM081-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM082-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM083-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM085-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM086-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM087-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM088-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM089-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM090-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM094-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM096-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM097-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM104-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM105-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM106-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM107-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM109-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 02HM119-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 1.6TB Solid State Drive 2.5in U.3 NVME PCIe 4.0 3 DWPD,1600 GB,NVM,NVMProtocol,NULL
Origin Storage 1.92TB Hot Plug Enterprise Solid State Drive 3.5 SAS Read Intensive,1920 GB,SATA,SATAProtocol,NULL
Origin Storage 1.92TB Solid State Drive 2.5in U.3 NVME PCIe 4.0 1 DWPD,1920 GB,NVM,NVMProtocol,NULL
Origin Storage 12.8TB Solid State Drive 2.5in U.3 NVME PCIe 4.0 3 DWPD,12800 GB,NVM,NVMProtocol,NULL
Origin Storage 15.36TB Solid State Drive 2.5in U.3 NVME PCIe 4.0 1 DWPD,15360 GB,NVM,NVMProtocol,NULL
Origin Storage 1D0H7AA#AC3-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 1LX201-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 1TB 2.5in 3DTLC SATA Solid State Drive Kit Opt. 3040/5040/7040 MT Insp.3650,1000 GB,SATA,SATAProtocol,NULL
Origin Storage 2AP99AA#ABL-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage 2AP99AA-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage 3.2TB Solid State Drive 2.5in U.3 NVME PCIe 4.0 3 DWPD,3200 GB,NVM,NVMProtocol,NULL
Origin Storage 3.84TB Solid State Drive 2.5in U.3 NVME PCIe 4.0 1 DWPD,3840 GB,NVM,NVMProtocol,NULL
Origin Storage 3.84TB Solid State Drive 2.5in U.3 NVME PCIe 4.0 1 DWPD,3840 GB,NVM,NVMProtocol,NULL
Origin Storage 345-BBDN-Operating System,1920 GB,SATA,SATAProtocol,NULL
Origin Storage 3812440-Operating System,256 GB,SATA,SATAProtocol,NULL
Origin Storage 406L7AA-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 5SD0Q94036-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 5SD0V52398-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 5SD0V52400-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 5SD0X58138-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 5SD0Y69834-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 5SD0Y69835-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0V26403-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0V26405-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0V26412-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0V26419-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0V26421-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0V26428-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0V26461-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0V26471-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0V26489-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0W79481-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0W79493-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0W79528-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0W79529-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0W79546-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0W79550-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0W79571-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0X54153-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS0X54155-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS1F20636-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS1F20645-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS1L46686-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 5SS1L46694-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage 6.4TB Solid State Drive 2.5in U.3 NVME PCIe 4.0 3 DWPD,6400 GB,NVM,NVMProtocol,NULL
Origin Storage 6.4TB Solid State Drive 2.5in U.3 NVME PCIe 5 3DWPD,6400 GB,NVM,NVMProtocol,NULL
Origin Storage 61.44TB 2.5in NVMe PCIe 4.0 QLC Enterprise Solid State Drive,61 GB,NVM,NVMProtocol,NULL
Origin Storage 7.68TB Solid State Drive 2.5in U.3 NVME PCIe 4.0 1 DWPD,7680 GB,NVM,NVMProtocol,NULL
Origin Storage 800GB Solid State Drive 2.5in U.3 NVME PCIe 4.0 3 DWPD,800 GB,NVM,NVMProtocol,NULL
Origin Storage 805379-001-Operating System,960 GB,SATA,SATAProtocol,NULL
Origin Storage 866614-002-Operating System,480 GB,SATA,SATAProtocol,NULL
Origin Storage 866614-003-Operating System,960 GB,SATA,SATAProtocol,NULL
Origin Storage 870668-002-Operating System,480 GB,SATA,SATAProtocol,NULL
Origin Storage 870668-003-Operating System,960 GB,SATA,SATAProtocol,NULL
Origin Storage 872344-S21-Operating System,480 GB,SATA,SATAProtocol,NULL
Origin Storage 872348-S21-Operating System,960 GB,SATA,SATAProtocol,NULL
Origin Storage 875470-S21-Operating System,480 GB,SATA,SATAProtocol,NULL
Origin Storage 875474-S21-Operating System,960 GB,SATA,SATAProtocol,NULL
Origin Storage 879013-001-Operating System,480 GB,SATA,SATAProtocol,NULL
Origin Storage A9794135-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage AA618641-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage AB292880-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage AB292881-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage AGAMMIXS70B-2T-CS-LEX,2000 GB,NVM,NVMProtocol,NULL
Origin Storage AGAMMIXS70B-2T-CS-LEX,2000 GB,NVM,NVMProtocol,NULL
Origin Storage AGAMMIXS70B-2T-CS-LEX,2000 GB,NVM,NVMProtocol,NULL
Origin Storage AGAMMIXS70B-2T-CS-LEX,2000 GB,NVM,NVMProtocol,NULL
Origin Storage AGAMMIXS70B-2T-CS-LEX,2000 GB,NVM,NVMProtocol,NULL
Origin Storage AGAMMIXS70B-2T-CS-LEX,2000 GB,NVM,NVMProtocol,NULL
Origin Storage AGAMMIXS70B-2T-CS-LEX,2000 GB,NVM,NVMProtocol,NULL
Origin Storage AGAMMIXS70B-2T-CS-LEX,2000 GB,NVM,NVMProtocol,NULL
Origin Storage ALEG-700-1TCS-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage ALEG-800-1000GCS-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage ASU630SS-240GQ-R-Operating System,256 GB,SATA,SATAProtocol,NULL
Origin Storage ASU630SS-480GQ-R-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage ASU630SS-960GQ-R-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage ASU800SS-512GT-C-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage ASX8200PNP-1TT-C-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage CPQ-15.360ESASRI-S7,15360 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-15360ESASRI-S12,15360 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-1600ESASMWL-S12,1600 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-1920EMLCMWL-S12,1920 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-1920EMLCRI-S12,1920 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-1920ESASRI-S12,1920 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-240EMLCRI-S12,240 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-3200ESASMWL-S12,3200 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-3840EMLCMWL-S12,3840 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-3840EMLCMWL-S6,3840 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-3840EMLCMWL-S7,3840 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-3840EMLCRI-S12,3840 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-3840ESASRI-S12,3840 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-480EMLCMWL-S12,480 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-480EMLCRI-S12,480 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-6400ESASMWL-S12,6400 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-7.68TB/U.2-S7,7680 GB,NVM,NVMProtocol,NULL
Origin Storage CPQ-7680EMLCRI-S12,7680 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-7680ESASRI-S12,7680 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-7680ESASRI-S7,7680 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-800ESASMWL-S12,800 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-960EMLCMWL-S12,960 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-960EMLCRI-S12,960 GB,SATA,SATAProtocol,NULL
Origin Storage CPQ-960ESASRI-S12,960 GB,SATA,SATAProtocol,NULL
Origin Storage CT1000P310SSD2-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage CT1000P310SSD8-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage CT1000P3PSSD8-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage CT1000P3SSD8-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage CT1000P5PSSD8-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage CT120BX500SSD1-Operating System,120 GB,SATA,SATAProtocol,NULL
Origin Storage CT2000P310SSD2-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage CT2000P310SSD8-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage CT2000P5PSSD8-Operating System,2000 GB,NVM,NVMProtocol,NULL
Origin Storage CT256MX100SSD1-Operating System,256 GB,SATA,SATAProtocol,NULL
Origin Storage CT4000P3PSSD8-LEX,4000 GB,NVM,NVMProtocol,NULL
Origin Storage CT4000P3SSD8-LEX,4000 GB,NVM,NVMProtocol,NULL
Origin Storage CT500P310SSD8-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage CT500P3PSSD8-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage CT500P3SSD8-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage CT500P5PSSD8-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage CT512MX100SSD1-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage DELL-1.92TB/U.2-S19,1920 GB,NVM,NVMProtocol,NULL
Origin Storage DELL-15.36TB/U.2-S19,15360 GB,NVM,NVMProtocol,NULL
Origin Storage DELL-15.36TB/U.3-S19,15360 GB,NVM,NVMProtocol,NULL
Origin Storage DELL-15.3TB/U.2-S19,3840 GB,NVM,NVMProtocol,NULL
Origin Storage DELL-2563DTLC-NB87,256 GB,SATA,SATAProtocol,NULL
Origin Storage DELL-3.2TB/U.3-S19,3200 GB,NVM,NVMProtocol,NULL
Origin Storage DELL-3.84TB/U.2-S19,3840 GB,NVM,NVMProtocol,NULL
Origin Storage DELL-30TB/U.2-S19,30000 GB,NVM,NVMProtocol,NULL
Origin Storage DELL-3840EMLCMWL-S12,3840 GB,SATA,SATAProtocol,NULL
Origin Storage DELL-4TBQLC-S22,4000 GB,SATA,SATAProtocol,NULL
Origin Storage DELL-5003DTLC-F31SA,500 GB,SATA,SATAProtocol,NULL
Origin Storage DELL-7.6TB-U.2-S19,7680 GB,NVM,NVMProtocol,NULL
Origin Storage DELL-7680ESASRI-S16,7680 GB,SATA,SATAProtocol,NULL
Origin Storage Enterprise Solid State Drive Hot Swap 3.2TB 3DWPD MWL 2.5 inch U.2 NVMe,3200 GB,NVM,NVMProtocol,NULL
Origin Storage FUJ-1920ESASRI-S7,1920 GB,SATA,SATAProtocol,NULL
Origin Storage FUJ-960ESSDMWL-S6,960 GB,SATA,SATAProtocol,NULL
Origin Storage IBM-1920EMLCMWL-S20,1920 GB,SATA,SATAProtocol,NULL
Origin Storage IBM-1920EMLCMWL-S21,1920 GB,SATA,SATAProtocol,NULL
Origin Storage IBM-1920EMLCRI-S20,1920 GB,SATA,SATAProtocol,NULL
Origin Storage IBM-1920ESASRI-S20,1920 GB,SATA,SATAProtocol,NULL
Origin Storage IBM-3840EMLCRI-S20,3840 GB,SATA,SATAProtocol,NULL
Origin Storage IBM-480ESSDMWL-S20,480 GB,SATA,SATAProtocol,NULL
Origin Storage IBM-7680EMLCRI-S20,7680 GB,SATA,SATAProtocol,NULL
Origin Storage IBM-960EMLCRI-S20,960 GB,SATA,SATAProtocol,NULL
Origin Storage IBM-960ESASRI-S20,960 GB,SATA,SATAProtocol,NULL
Origin Storage Inception QLC930 Series 2TB 2.5in SATA 3D QLC Solid State Drive,2000 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Pro Series 1TB NVME M.2 42mm 3D TLC,1000 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 1TB PCIe 3.0 NVME M.2 80mm 3D TLC,1000 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 1TB PCIe 3.0 NVME M.2 80mm 3D TLC,1000 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 1TB PCIe 4.0 NVME M.2 30mm,1000 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 1TB PCIe 4.0 NVME M.2 80mm 3D TLC,1000 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 256GB 2.5in SATA III 3D TLC Solid State Drive 6Gb/s 7mm,256 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Pro Series 256GB NVME M.2 80mm 3D TLC,256 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 256GB NVME M.2 80mm 3D TLC,256 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 256GB NVME M.2 80mm 3D TLC,256 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 256GB NVME M.2 80mm 3D TLC,256 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 256GB NVME M.2 80mm 3D TLC,256 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 256GB PCIe 3.0 NVMe M.2 80mm 3D TLC,256 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 256GB PCIe 4.0 NVME M.2 80mm 3D TLC,256 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 2TB PCIe 3.0 NVMe M.2 80mm 3D TLC,2000 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 2TB PCIe 3.0 NVMe M.2 80mm 3D TLC,2000 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 512GB 2.5in SATA III 3D TLC Solid State Drive 6Gb/s 7mm,512 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Pro Series 512GB 2.5in SATA III 3D TLC Solid State Drive 6Gb/s 7mm,512 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Pro Series 512GB 2.5in SATA III 3D TLC Solid State Drive 6Gb/s 7mm,512 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Pro Series 512GB 2.5in SATA III 3D TLC Solid State Drive 6Gb/s 7mm,512 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Pro Series 512GB 2.5in SATA III 3D TLC Solid State Drive 6Gb/s 7mm,512 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Pro Series 512GB 2.5in SATA III 3D TLC Solid State Drive 6Gb/s 7mm,512 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Pro Series 512GB 2.5in SATA III 3D TLC Solid State Drive 6Gb/s 7mm,512 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Pro Series 512GB PCIe 3.0 NVMe M.2 80mm 3D TLC,512 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 512GB PCIe 3.0 NVMe M.2 80mm 3D TLC,512 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 512GB PCIe 4.0 NVME M.2 30mm,512 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 512GB PCIe 4.0 NVME M.2 30mm,512 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Pro Series 512GB PCIe 4.0 NVME M.2 80mm 3D TLC,512 GB,NVM,NVMProtocol,NULL
Origin Storage Inception TLC830 Series 1TB 2.5in SATA 3D TLC Solid State Drive,1000 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Series 1TB 2.5in SATA 3D TLC Solid State Drive,1000 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Series 1TB 2.5in SATA 3D TLC Solid State Drive,1000 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Series 1TB 2.5in SATA 3D TLC Solid State Drive,1000 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Series 1TB 2.5in SATA 3D TLC Solid State Drive,1000 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Series 1TB 2.5in SATA 3D TLC Solid State Drive,1000 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Series 240GB 2.5in SATA III 3D TLC Solid State Drive 6Gb/s 7mm,256 GB,SATA,SATAProtocol,NULL
Origin Storage Inception TLC830 Series 256GB 2.5in SATA III 3D TLC Solid State Drive 6Gb/s 7mm,256 GB,SATA,SATAProtocol,NULL
Origin Storage INSSD1TM2230G3-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage INSSD1TM2230G4-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage INSSD1TM2242G3-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage INSSD1TM280NM1-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage INSSD1TM280NM2-Operating System,1000 GB,NVM,NVMProtocol,NULL
Origin Storage INSSD256GM2242G3-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage INSSD256GS625P5-Operating System,256 GB,SATA,SATAProtocol,NULL
Origin Storage INSSD512GM2230G3-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage INSSD512GM2242G3-Operating System,512 GB,NVM,NVMProtocol,NULL
Origin Storage IRP-SSDPR-S25C-25-Operating System,256 GB,SATA,SATAProtocol,NULL
Origin Storage IRP-SSDPR-S25C-51-Operating System,256 GB,SATA,SATAProtocol,NULL
Origin Storage L85354-002-Operating System,256 GB,NVM,NVMProtocol,NULL
Origin Storage Lexar NM790 4TB M.2 2280 PCIe Gen 4x4 NVMe Solid State Drive,4000 GB,NVM,NVMProtocol,NULL
Origin Storage Lexar NM790 4TB M.2 2280 PCIe Gen 4x4 NVMe Solid State Drive,4000 GB,NVM,NVMProtocol,NULL
Origin Storage LNS100-256RB-Operating System,256 GB,SATA,SATAProtocol,NULL
Origin Storage LNS100-512RB-Operating System,512 GB,SATA,SATAProtocol,NULL
Origin Storage LRC10Z500GG8-Operating System,512 GB,NVM,NVMProtocol,NULL
