name,memory_gb,tdp_w,price
Sapphire Pulse Radeon RX 6600 Gaming Radeon RX 6600,8,132,
ASRock Arc B580 Challenger OC Intel Arc B580,12,190,
ASRock Arc B580 Steel Legend OC Intel Arc B580,12,190,
ASrock Radeon RX 9070 XT Taichi OC Radeon RX 9070 XT,16,304,
ASUS Dual RTX5060TI-16G GeForce RTX 5060 Ti (16GB),16,180,
ASUS Dual RTX5060TI-O16G GeForce RTX 5060 Ti (16GB),16,180,
ASUS Dual RTX5070-12G GeForce RTX 5070 (12GB),12,250,
ASUS Dual RTX5070-O12G GeForce RTX 5070 (12GB),12,250,
ASUS Prime Radeon RX 9060 XT O16G Radeon RX 9060 XT (16GB),16,167,
ASUS Prime RTX5060TI-16G GeForce RTX 5060 Ti (16GB),16,180,
ASUS Prime RTX5060TI-O16G GeForce RTX 5060 Ti (16GB),16,180,
ASUS Prime RTX5070-12G GeForce RTX 5070 (12GB),12,250,
ASUS Prime RTX5070-O12G GeForce RTX 5070 (12GB),12,250,
ASUS Prime RTX5070-O12G-WHITE GeForce RTX 5070 (12GB),12,250,
ASUS Prime RTX5070TI-16G GeForce RTX 5070 Ti (16GB),16,300,
ASUS Prime RTX5070TI-O16G GeForce RTX 5070 Ti (16GB),16,300,
ASUS Prime RTX5080-16G GeForce RTX 5080 (16GB),16,360,
ASUS Prime RTX5080-O16G GeForce RTX 5080 (16GB),16,360,
ASUS Prime RX9070-O16G Radeon RX 9070,16,220,
ASUS Prime RX9070XT-O16G Radeon RX 9070 XT,16,304,
ASUS ROG Astral  LC-RTX5090-32G-GAMING GeForce RTX 5090 (32GB),32,650,
ASUS ROG Astral  LC-RTX5090-O32G-GAMING GeForce RTX 5090 (32GB),32,650,
ASUS ROG Astral  RTX5080-16G-GAMING GeForce RTX 5080 (16GB),16,360,
ASUS ROG Astral  RTX5080-O16G-GAMING GeForce RTX 5080 (16GB),16,360,
ASUS ROG Astral  RTX5090-32G-GAMING GeForce RTX 5090 (32GB),32,650,
ASUS ROG Astral  RTX5090-O32G-GAMING GeForce RTX 5090 (32GB),32,650,
ASUS ROG STRIX-RTX5070-O12G-GAMING GeForce RTX 5070 (12GB),12,250,
ASUS ROG STRIX-RTX5070TI-16G-GAMING GeForce RTX 5070 Ti (16GB),16,300,
ASUS ROG STRIX-RTX5070TI-O16G-GAMING GeForce RTX 5070 Ti (16GB),16,300,
ASUS ROG-STRIX-RTX5070-12G-GAMING GeForce RTX 5070 (12GB),12,250,
ASUS TUF Gaming GeForce RTX 5080 OC Edition GeForce RTX 5080 (16GB),16,360,
ASUS TUF Gaming TUF-RTX5060TI-16G-GAMING GeForce RTX 5060 Ti (16GB),16,180,
ASUS TUF Gaming TUF-RTX5060TI-O16G-GAMING GeForce RTX 5060 Ti (16GB),16,180,
ASUS TUF Gaming TUF-RTX5070-12G-GAMING GeForce RTX 5070 (12GB),12,250,
ASUS TUF Gaming TUF-RTX5070TI-16G-GAMING GeForce RTX 5070 Ti (16GB),16,300,
ASUS TUF Gaming TUF-RTX5070TI-O16G-GAMING GeForce RTX 5070 Ti (16GB),16,300,
ASUS TUF Gaming TUF-RTX5070TI-O16G-WHITE-GAMING GeForce RTX 5070 Ti (16GB),16,300,
ASUS TUF Gaming TUF-RTX5080-16G-GAMING GeForce RTX 5080 (16GB),16,360,
ASUS TUF Gaming TUF-RTX5090-32G-GAMING GeForce RTX 5090 (32GB),32,650,
ASUS TUF Gaming TUF-RTX5090-O32G-GAMING GeForce RTX 5090 (32GB),32,650,
ASUS TUF Gaming TUF-RX9060XT-O16G-GAMING Radeon RX 9060 XT (16GB),16,167,
ASUS TUF Gaming TUF-RX9070-O16G-GAMING Radeon RX 9070,16,220,
ASUS TUF Gaming TUF-RX9070XT-O16G-GAMING Radeon RX 9070 XT,16,304,
ASUS TUF-RTX5070-O12G-GAMING GeForce RTX 5070 (12GB),12,250,
GIGABYTE AORUS GeForce RTX 5060 Ti ELITE 16G GeForce RTX 5060 Ti (16GB),16,180,
GIGABYTE AORUS GeForce RTX 5070 MASTER 12G GeForce RTX 5070 (12GB),12,250,
GIGABYTE AORUS GeForce RTX 5070 Ti MASTER 16G GeForce RTX 5070 Ti (16GB),16,300,
GIGABYTE AORUS GeForce RTX 5080 MASTER 16G GeForce RTX 5080 (16GB),16,360,
GIGABYTE AORUS GeForce RTX 5080 MASTER ICE 16G GeForce RTX 5080 (16GB),16,360,
Gigabyte Aorus GeForce RTX 5090 Master 32G GeForce RTX 5090 (32GB),32,650,
GIGABYTE AORUS GeForce RTX 5090 MASTER ICE 32G GeForce RTX 5090 (32GB),32,650,
GIGABYTE AORUS GeForce RTX 5090 XTREME WATERFORCE 32G GeForce RTX 5090 (32GB),32,650,
GIGABYTE AORUS GeForce RTX 5090 XTREME WATERFORCE WB 32G GeForce RTX 5090 (32GB),32,650,
GIGABYTE AORUS Radeon RX 9070 XT ELITE 16G Radeon RX 9070 XT,16,304,
GIGABYTE GeForce RTX 5060 Ti AERO OC 16G GeForce RTX 5060 Ti (16GB),16,180,
GIGABYTE GeForce RTX 5060 Ti EAGLE OC 16G GeForce RTX 5060 Ti (16GB),16,180,
GIGABYTE GeForce RTX 5060 Ti EAGLE OC ICE 16G GeForce RTX 5060 Ti (16GB),16,180,
GIGABYTE GeForce RTX 5060 Ti GAMING OC 16G GeForce RTX 5060 Ti (16GB),16,180,
GIGABYTE GeForce RTX 5060 Ti WINDFORCE 16G GeForce RTX 5060 Ti (16GB),16,180,
GIGABYTE GeForce RTX 5060 Ti WINDFORCE OC 16G GeForce RTX 5060 Ti (16GB),16,180,
GIGABYTE GeForce RTX 5070 Aero OC 12G GeForce RTX 5070 (12GB),12,250,
GIGABYTE GeForce RTX 5070 EAGLE OC ICE SFF 12G GeForce RTX 5070 (12GB),12,250,
GIGABYTE GeForce RTX 5070 EAGLE OC SFF 12G GeForce RTX 5070 (12GB),12,250,
GIGABYTE GeForce RTX 5070 GAMING OC 12G GeForce RTX 5070 (12GB),12,250,
GIGABYTE GeForce RTX 5070 Ti AERO OC 16G GeForce RTX 5070 Ti (16GB),16,300,
GIGABYTE GeForce RTX 5070 Ti EAGLE OC ICE SFF 16G GeForce RTX 5070 Ti (16GB),16,300,
GIGABYTE GeForce RTX 5070 Ti EAGLE OC SFF 16G GeForce RTX 5070 Ti (16GB),16,300,
GIGABYTE GeForce RTX 5070 Ti GAMING OC 16G GeForce RTX 5070 Ti (16GB),16,300,
GIGABYTE GeForce RTX 5070 Ti WINDFORCE OC SFF 16G GeForce RTX 5070 Ti (16GB),16,300,
GIGABYTE GeForce RTX 5070 Ti WINDFORCE SFF 16G GeForce RTX 5070 Ti (16GB),16,300,
GIGABYTE GeForce RTX 5070 WINDFORCE OC SFF 12G GeForce RTX 5070 (12GB),12,250,
GIGABYTE GeForce RTX 5070 WINDFORCE SFF 12G GeForce RTX 5070 (12GB),12,250,
GIGABYTE GeForce RTX 5080 AERO OC SFF 16G GeForce RTX 5080 (16GB),16,360,
GIGABYTE GeForce RTX 5080 GAMING OC 16G GeForce RTX 5080 (16GB),16,360,
GIGABYTE GeForce RTX 5080 WINDFORCE OC SFF 16G GeForce RTX 5080 (16GB),16,360,
GIGABYTE GeForce RTX 5080 WINDFORCE SFF 16G GeForce RTX 5080 (16GB),16,360,
GIGABYTE GeForce RTX 5090 GAMING OC 32G GeForce RTX 5090 (32GB),32,650,
GIGABYTE GeForce RTX 5090 WINDFORCE 32G GeForce RTX 5090 (32GB),32,650,
GIGABYTE GeForce RTX 5090 WINDFORCE OC 32G GeForce RTX 5090 (32GB),32,650,
GIGABYTE Radeon RX 9060 XT GAMING 16G Radeon RX 9060 XT (16GB),16,167,
GIGABYTE Radeon RX 9060 XT GAMING OC 16G Radeon RX 9060 XT (16GB),16,167,
GIGABYTE Radeon RX 9070 GAMING 16GB Radeon RX 9070,16,220,
GIGABYTE Radeon RX 9070 GAMING OC 16G Radeon RX 9070,16,220,
GIGABYTE Radeon RX 9070 XT GAMING 16G Radeon RX 9070 XT,16,304,
GIGABYTE Radeon RX 9070 XT GAMING OC 16G Radeon RX 9070 XT,16,304,
"INNO3D GeForce RTX 5090 iChill Frostbite, 32768 MB GDDR7 GeForce RTX 5090 (32GB)",32,650,
Intel Arc B580 Limited Edition Intel Arc B580,12,190,
MSI GAMING GeForce RTX 5070 12G TRIO OC GeForce RTX 5070 (12GB),12,250,
MSI GAMING GeForce RTX 5070 12G TRIO OC WHITE GeForce RTX 5070 (12GB),12,250,
MSI GAMING GEFORCE RTX 5080 16G TRIO OC graphics card GeForce RTX 5080 (16GB),16,360,
MSI GAMING GEFORCE RTX 5080 16G TRIO OC WHITE graphics card GeForce RTX 5080 (16GB),16,360,
MSI GeForce RTX 5070 12G INSPIRE 3X OC GeForce RTX 5070 (12GB),12,250,
MSI GeForce RTX 5070 12G SHADOW 2X OC GeForce RTX 5070 (12GB),12,250,
MSI GeForce RTX 5070 12G SHADOW 3X OC GeForce RTX 5070 (12GB),12,250,
MSI GEFORCE RTX 5080 16G SHADOW 3X OC graphics card GeForce RTX 5080 (16GB),16,360,
MSI GeForce RTX5070 Ti 16G SHADOW 3X OC GeForce RTX 5070 Ti (16GB),12,300,
MSI SUPRIM GeForce RTX5080 16G SOC GeForce RTX 5080 (16GB),16,360,
MSI VENTUS GEFORCE RTX 5080 16G 3X OC PLUS graphics card GeForce RTX 5080 (16GB),16,360,
MSI VENTUS GEFORCE RTX 5080 16G 3X OC WHITE graphics card GeForce RTX 5080 (16GB),16,360,
MSI VENTUS GeForce RTX5080 16G 3X OC GeForce RTX 5080 (16GB),16,360,
Sapphire Pulse Radeon RX 9070 Gaming OC Radeon RX 9070,16,220,
Sparkle Arc B580 Titan OC Intel Arc B580,12,190,
"ZOTAC GAMING GeForce RTX 5060 Ti Twin Edge, 16384 MB GDDR7 GeForce RTX 5060 Ti (16GB)",16,180,
ZOTAC GAMING GeForce RTX 5070 Ti Solid Core GeForce RTX 5070 Ti (16GB),16,300,
ZOTAC GAMING GeForce RTX 5090 SOLID GeForce RTX 5090 (32GB),32,650,
Aorus RTX 3070 Master GeForce RTX 3070,8,220,
ASRock Arc A380 Challenger ITX Intel Arc A380,6,75,
ASRock Arc A750 Challenger D OC Intel Arc A750,8,225,
ASRock Radeon RX 6950 XT Phantom Gaming OC Radeon RX 6950 XT,16,335,
ASRock Radeon RX 7600 Challenger 8GO Radeon RX 7600,8,165,
ASRock Radeon RX 7600 Phantom Gaming 8GO Radeon RX 7600,8,165,
ASRock Radeon RX 7600 Steel Legend 8GO Radeon RX 7600,8,165,
ASRock Radeon RX 7600 XT Challenger 16GO Radeon RX 7600 XT (16GB),16,190,
ASRock Radeon RX 7600 XT Steel Legend 16GO Radeon RX 7600 XT (16GB),16,190,
ASRock Radeon RX 7700 XT Challenger 12GO Radeon RX 7700 XT,12,245,
ASRock Radeon RX 7700 XT Phantom Gaming 12GO Radeon RX 7700 XT,12,245,692.88
ASRock Radeon RX 7700 XT Steel Legend 12GO Radeon RX 7700 XT,12,245,739.81
ASRock Radeon RX 7800 XT Challenger 16GO Radeon RX 7800 XT,16,263,754.24
ASRock Radeon RX 7800 XT Phantom Gaming 16GO Radeon RX 7800 XT,16,263,
ASRock Radeon RX 7800 XT Steel Legend 16GO Radeon RX 7800 XT,16,263,
ASRock Radeon VII Radeon VII,16,300,
ASUS 90YV0HM4-M0NA00 graphics card GeForce RTX 3050 (8GB),8,130,
Asus AREZ PH RX 550 2G Radeon RX 550,2,50,154.99
Asus CERBERUS GTX 1050 O2G GeForce GTX 1050,2,75,212.99
Asus CERBERUS GTX 1050TI O4G GeForce GTX 1050 Ti,4,75,283.49
ASUS Dual GeForce GTX 1650 4GB GDDR6 GeForce GTX 1650 (4GB),4,75,
Asus DUAL GTX 1050 O2G GeForce GTX 1050,2,75,
Asus DUAL GTX 1060 O3G GeForce GTX 1060 (3GB),3,120,323.99
Asus DUAL GTX 1060 O6G GeForce GTX 1060 (6GB),6,120,370.19
ASUS Dual GTX1630-4G GeForce GTX 1630,4,75,
ASUS Dual GTX1630-O4G GeForce GTX 1630,4,75,
ASUS Dual GTX1650-4GD6-P-V2 GeForce GTX 1650 (4GB),4,75,
ASUS Dual GTX1650-O4GD6-P-EVO GeForce GTX 1650 (4GB),4,75,
ASUS Dual GTX1650-O4GD6-P-V2 GeForce GTX 1650 (4GB),4,75,
ASUS Dual RTX2060-12G-EVO graphics card GeForce RTX 2060 (12GB),12,160,
ASUS Dual RTX3050-6G GeForce RTX 3050 (6GB),6,130,
ASUS Dual RTX3050-8G GeForce RTX 3050 (8GB),8,130,
ASUS Dual RTX3050-O8G graphics card GeForce RTX 3050 (8GB),8,130,
ASUS Dual RTX3050-O8G-V2 GeForce RTX 3050 (8GB),8,130,
ASUS Dual RTX3060-8G GeForce RTX 3060,8,170,
ASUS Dual RTX3060TI-8GD6X-WHITE GeForce RTX 3060 Ti,8,200,
ASUS Dual RTX3060TI-O8GD6X GeForce RTX 3060 Ti,8,200,
ASUS Dual RTX3060TI-O8GD6X-WHITE GeForce RTX 3060 Ti,8,200,
ASUS Dual RTX4060-8G GeForce RTX 4060 (8GB),8,115,
ASUS Dual RTX4060-8G-EVO GeForce RTX 4060 (8GB),8,115,
ASUS Dual RTX4060-8G-WHITE GeForce RTX 4060 (8GB),8,115,
ASUS Dual RTX4060-O8G-EVO GeForce RTX 4060 (8GB),8,115,
ASUS Dual RTX4060-O8G-EVO-WHITE GeForce RTX 4060 (8GB),8,115,
ASUS Dual RTX4060-O8G-V2 GeForce RTX 4060 (8GB),8,115,
ASUS Dual RTX4060-O8G-WHITE GeForce RTX 4060 (8GB),8,115,
ASUS Dual RTX4060TI-16G-EVO GeForce RTX 4060 Ti (16GB),16,175,
ASUS Dual RTX4060TI-8G GeForce RTX 4060 Ti (8GB),8,175,
ASUS Dual RTX4060TI-8G-EVO GeForce RTX 4060 Ti (8GB),8,175,
ASUS Dual RTX4060TI-8G-WHITE GeForce RTX 4060 Ti (8GB),8,175,
ASUS Dual RTX4060TI-O16G-EVO GeForce RTX 4060 Ti (16GB),16,175,
ASUS Dual RTX4060TI-O8G-EVO GeForce RTX 4060 Ti (8GB),8,175,
ASUS Dual RTX4060TI-O8G-EVO-WHITE GeForce RTX 4060 Ti (8GB),8,175,
ASUS Dual RTX4060TI-O8G-Solid State Drive GeForce RTX 4060 Ti (8GB),8,175,
ASUS Dual RTX4060TI-O8G-V2 GeForce RTX 4060 Ti (8GB),8,175,
ASUS Dual RTX4070-12G-EVO GeForce RTX 4070,12,220,
ASUS Dual RTX4070-O12G GeForce RTX 4070,12,220,
ASUS Dual RTX4070S-12G-EVO GeForce RTX 4070 Super (12GB),12,220,
ASUS Dual RTX4070S-12G-EVO-WHITE GeForce RTX 4070 Super (12GB),12,220,
ASUS Dual RTX4070S-O12G GeForce RTX 4070 Super (12GB),12,220,
ASUS Dual RTX4070S-O12G-EVO-WHITE GeForce RTX 4070 Super (12GB),12,220,
ASUS Dual RTX4070TIS-16G GeForce RTX 4070 Ti Super (16GB),16,285,
ASUS Dual RTX5050-8G GeForce RTX 5050 (8GB),8,130,
ASUS Dual RTX5060-8G GeForce RTX 5060 (8GB),8,145,
ASUS Dual RTX5060-O8G GeForce RTX 5060 (8GB),8,145,
ASUS Dual RTX5060TI-8G GeForce RTX 5060 Ti (8GB),8,180,
ASUS Dual RTX5060TI-O8G GeForce RTX 5060 Ti (8GB),8,180,
Asus DUAL RX 580 O4G Radeon RX 580 (4GB),4,185,325.78
Asus DUAL RX 580 O8G Radeon RX 580 (8GB),8,185,333.98
ASUS Dual RX6650XT-O8G-V2 Radeon RX 6650 XT,8,180,
ASUS Dual RX7600-O8G-EVO Radeon RX 7600,8,165,
ASUS Dual RX7900XT-O20G Radeon RX 7900 XT,20,315,
ASUS Dual RX7900XTX-O24G Radeon RX 7900 XTX,24,355,
ASUS DUAL-RTX3060-O8G GeForce RTX 3060,8,170,
ASUS DUAL-RTX3060-O8G-WHITE GeForce RTX 3060,8,170,
ASUS DUAL-RTX4060TI-16G GeForce RTX 4060 Ti (16GB),16,175,
ASUS DUAL-RTX4070-12GD6-EVO GeForce RTX 4070,12,220,
ASUS DUAL-RTX4070-O12G-EVO-WHITE GeForce RTX 4070,12,220,
ASUS DUAL-RTX4070-O12GD6-EVO GeForce RTX 4070,12,220,
ASUS DUAL-RX9060XT-8G Radeon RX 9060 XT (8GB),8,151,
ASUS GeForce GT 1030 GeForce GT 1030,2,30,
ASUS GeForce GT 1030 2G GeForce GT 1030,2,30,
ASUS GeForce GT 1030 Phoenix GeForce GT 1030,2,30,
ASUS GeForce GTX 1050 2G GeForce GTX 1050,2,75,
ASUS GeForce GTX 1050 Expedition GeForce GTX 1050,2,75,
ASUS GeForce GTX 1050 Expedition O2G GeForce GTX 1050,2,75,
ASUS GeForce GTX 1050 STRIX 2G Gaming GeForce GTX 1050,2,75,
ASUS GeForce GTX 1050 STRIX O2G Gaming GeForce GTX 1050,2,75,
ASUS GeForce GTX 1050 Ti DC2 O4G GeForce GTX 1050 Ti,4,75,
ASUS GeForce GTX 1050 Ti Expedition GeForce GTX 1050 Ti,4,75,
ASUS GeForce GTX 1050 Ti Expedition O4G GeForce GTX 1050 Ti,4,75,
ASUS GeForce GTX 1050 Ti PH GeForce GTX 1050 Ti,4,75,259.99
ASUS GeForce GTX 1050 Ti STRIX 4G Gaming GeForce GTX 1050 Ti,4,75,
ASUS GeForce GTX 1050 Ti STRIX O4G Gaming GeForce GTX 1050 Ti,4,75,259.99
ASUS GeForce GTX 1060 Dual 3G GeForce GTX 1060 (3GB),3,120,
ASUS GeForce GTX 1060 Dual O3G GeForce GTX 1060 (3GB),3,120,
ASUS GeForce GTX 1060 Dual O6G GeForce GTX 1060 (6GB),6,120,
ASUS GeForce GTX 1060 Expedition O6G GeForce GTX 1060 (6GB),6,120,
ASUS GeForce GTX 1060 O6G 9 Gbps GeForce GTX 1060 (6GB),6,120,
ASUS GeForce GTX 1060 STRIX 6G Gaming GeForce GTX 1060 (6GB),6,120,
ASUS GeForce GTX 1060 STRIX O6G Gaming GeForce GTX 1060 (6GB),6,120,
ASUS GeForce GTX 1060 Turbo 6G GeForce GTX 1060 (6GB),6,120,
ASUS GeForce GTX 1070 Dual 8G GeForce GTX 1070,8,150,
ASUS GeForce GTX 1070 Dual O8G GeForce GTX 1070,8,150,556.18
ASUS GeForce GTX 1070 Expedition O8G GeForce GTX 1070,8,150,
ASUS GeForce GTX 1070 STRIX 8G Gaming GeForce GTX 1070,8,150,799.99
ASUS GeForce GTX 1070 STRIX O8G Gaming GeForce GTX 1070,8,150,
ASUS GeForce GTX 1070 Ti Cerberus A8G GeForce GTX 1070 Ti,8,180,746.11
ASUS GeForce GTX 1070 Ti STRIX 8G Gaming GeForce GTX 1070 Ti,8,180,
ASUS GeForce GTX 1070 Ti STRIX A8G Gaming GeForce GTX 1070 Ti,8,180,
ASUS GeForce GTX 1070 Ti Turbo 8G GeForce GTX 1070 Ti,8,180,
ASUS GeForce GTX 1070 Turbo 8G GeForce GTX 1070,8,150,
ASUS GeForce GTX 1080 STRIX 8G Gaming GeForce GTX 1080,8,180,749.24
ASUS GeForce GTX 1080 STRIX A8G GeForce GTX 1080,8,180,
ASUS GeForce GTX 1080 STRIX O8G 11 Gbps GeForce GTX 1080,8,180,
ASUS GeForce GTX 1080 STRIX O8G Gaming GeForce GTX 1080,8,180,
ASUS GeForce GTX 1080 Ti Founders Edition GeForce GTX 1080 Ti,11,250,
ASUS GeForce GTX 1080 Ti STRIX 11G Gaming GeForce GTX 1080 Ti,11,250,
ASUS GeForce GTX 1080 Ti STRIX O11G Gaming GeForce GTX 1080 Ti,11,250,
ASUS GeForce GTX 1080 Ti Turbo 11G GeForce GTX 1080 Ti,11,250,
ASUS GeForce GTX 1080 Turbo 8G GeForce GTX 1080,8,180,
ASUS GeForce GTX 1650 GeForce GTX 1660 Super,4,75,
"ASUS GeForce GTX 1650 Dual O4G, 4096 MB GDDR5 GeForce GTX 1650 (4GB)",4,75,280.99
ASUS GeForce GTX 1650 Phoenix GeForce GTX 1650 (4GB),4,75,
"ASUS GeForce GTX 1650 Phoenix O4G, 4096 MB GDDR5 GeForce GTX 1650 (4GB)",4,75,258.98
"ASUS GeForce GTX 1650 ROG STRIX A4G, 4096 MB GDDR5 GeForce GTX 1650 (4GB)",4,75,
"ASUS GeForce GTX 1650 ROG STRIX O4G, 4096 MB GDDR5 GeForce GTX 1650 (4GB)",4,75,
ASUS GeForce GTX 1650 Super GeForce GTX 1650 Super,4,100,
ASUS GeForce GTX 1650 Super Advanced ROG Strix A GeForce GTX 1650 Super,4,100,
ASUS GeForce GTX 1650 Super Phoenix GeForce GTX 1650 Super,4,100,
ASUS GeForce GTX 1650 Super ROG Strix GeForce GTX 1650 Super,4,100,
ASUS GeForce GTX 1650 Super TUF GeForce GTX 1650 Super,4,100,
ASUS GeForce GTX 1650 Super TUF O4G Gaming GeForce GTX 1650 Super,4,100,
ASUS GeForce GTX 1650 TUF GeForce GTX 1650 (4GB),4,75,
ASUS GeForce GTX 1650 TUF 4GD GeForce GTX 1650 (4GB),4,75,
ASUS GeForce GTX 1650 TUF O4GD GeForce GTX 1650 (4GB),4,75,
ASUS GeForce GTX 1660 Dual 6G Evo GeForce GTX 1660 (6GB),6,120,
ASUS GeForce GTX 1660 Dual O6G Evo GeForce GTX 1660 (6GB),6,120,
ASUS GeForce GTX 1660 Phoenix GeForce GTX 1660 (6GB),6,120,
ASUS GeForce GTX 1660 Super Dual O6G Evo GeForce GTX 1660 Super,6,125,352.7
ASUS GeForce GTX 1660 Super Mini GeForce GTX 1660 Super,6,120,
ASUS GeForce GTX 1660 Super Phoenix GeForce GTX 1660 Super,6,125,359.99
ASUS GeForce GTX 1660 Super ROG Strix GeForce GTX 1660 Super,6,125,
ASUS GeForce GTX 1660 Super ROG Strix A GeForce GTX 1660 Super,6,125,
ASUS GeForce GTX 1660 Super TUF GeForce GTX 1660 Super,6,125,
ASUS GeForce GTX 1660 Super TUF O6G Gaming GeForce GTX 1660 Super,6,125,469.99
ASUS GeForce GTX 1660 Ti Dual O6G GeForce GTX 1660 Ti (6GB),6,120,412.31
ASUS GeForce GTX 1660 Ti Phoenix O6G GeForce GTX 1660 Ti (6GB),6,120,
ASUS GeForce GTX 1660 Ti ROG STRIX O6G GeForce GTX 1660 Ti (6GB),6,120,
ASUS GeForce GTX 1660 Ti TUF 6G Evo GeForce GTX 1660 Ti (6GB),6,130,
ASUS GeForce GTX 1660 Ti TUF O6G Evo GeForce GTX 1660 Ti (6GB),6,130,
ASUS GeForce GTX 1660 TUF GeForce GTX 1660 (6GB),6,120,
ASUS GeForce GTX 1660 TUF X3 GeForce GTX 1660 (6GB),6,120,
ASUS GeForce GTX 1660 TUF X3 A GeForce GTX 1660 (6GB),6,120,
Asus GeForce GTX 660 Ti GeForce GTX 660 Ti,2,150,
ASUS GeForce GTX 750 Ti STRIX OC GeForce GTX 750 Ti,2,60,
ASUS GeForce RTX 2060 Dual 6G EVO GeForce RTX 2060 (6GB),6,160,
ASUS GeForce RTX 2060 Dual A6G GeForce RTX 2060 (6GB),6,160,
ASUS GeForce RTX 2060 Dual A6G EVO GeForce RTX 2060 (6GB),6,160,
ASUS GeForce RTX 2060 Dual Mini GeForce RTX 2060 (6GB),6,160,
ASUS GeForce RTX 2060 Dual O6G EVO GeForce RTX 2060 (6GB),6,160,308.98
ASUS GeForce RTX 2060 Phoenix 6G GeForce RTX 2060 (6GB),6,160,
ASUS GeForce RTX 2060 ROG STRIX 6G GeForce RTX 2060 (6GB),6,160,
ASUS GeForce RTX 2060 ROG Strix 6G Evo GeForce RTX 2060 (6GB),6,500,
ASUS GeForce RTX 2060 ROG STRIX A6G GeForce RTX 2060 (6GB),6,190,
ASUS GeForce RTX 2060 ROG Strix A6G Evo GeForce RTX 2060 (6GB),6,500,
ASUS GeForce RTX 2060 ROG STRIX O6G GeForce RTX 2060 (6GB),6,160,
ASUS GeForce RTX 2060 ROG Strix O6G Evo GeForce RTX 2060 (6GB),6,500,
ASUS GeForce RTX 2060 Super 8G Evo V GeForce RTX 2080 Super,8,175,
ASUS GeForce RTX 2060 Super Dual 8G EVO GeForce RTX 2060 Super,8,175,
ASUS GeForce RTX 2060 Super Dual A8G EVO GeForce RTX 2060 Super,8,175,
ASUS GeForce RTX 2060 Super Dual A8G EVO V GeForce RTX 2060 Super,8,175,
ASUS GeForce RTX 2060 Super Dual O8G EVO GeForce RTX 2060 Super,8,175,
ASUS GeForce RTX 2060 Super Dual O8G EVO V GeForce RTX 2060 Super,8,175,
ASUS GeForce RTX 2060 Super ROG Strix 8G EVO GeForce RTX 2060 Super,8,175,
ASUS GeForce RTX 2060 Super ROG Strix 8G Gaming GeForce RTX 2060 Super,8,175,
ASUS GeForce RTX 2060 Super ROG Strix A8G EVO GeForce RTX 2060 Super,8,175,
ASUS GeForce RTX 2060 Super ROG Strix A8G Gaming GeForce RTX 2060 Super,8,175,
ASUS GeForce RTX 2060 Super ROG Strix O8G EVO GeForce RTX 2060 Super,8,175,
ASUS GeForce RTX 2060 Super ROG Strix O8G Gaming GeForce RTX 2060 Super,8,175,
ASUS GeForce RTX 2060 Super Turbo 8G EVO GeForce RTX 2060 Super,8,175,
ASUS GeForce RTX 2060 TUF GeForce RTX 2060 (6GB),6,160,
ASUS GeForce RTX 2060 Turbo 6G GeForce RTX 2060 (6GB),6,160,
ASUS GeForce RTX 2070 Dual 8G EVO GeForce RTX 2070,8,175,
ASUS GeForce RTX 2070 Dual 8G Evo V GeForce RTX 2070,8,175,
ASUS GeForce RTX 2070 Dual A8G GeForce RTX 2070,8,175,
ASUS GeForce RTX 2070 Dual A8G EVO GeForce RTX 2070,8,175,
ASUS GeForce RTX 2070 Dual O8G GeForce RTX 2070,8,175,
ASUS GeForce RTX 2070 Dual O8G Evo V GeForce RTX 2070,8,175,
ASUS GeForce RTX 2070 Mini Dual GeForce RTX 2070,8,175,
ASUS GeForce RTX 2070 ROG STRIX A8G GeForce RTX 2070,8,175,
ASUS GeForce RTX 2070 ROG STRIX O8G GeForce RTX 2070,8,175,
ASUS GeForce RTX 2070 Super Dual 8G Evo GeForce RTX 2070 Super,8,260,
ASUS GeForce RTX 2070 Super Dual A8G Evo GeForce RTX 2070 Super,8,260,
ASUS GeForce RTX 2070 Super Dual O8G Evo GeForce RTX 2070 Super,8,260,699.99
ASUS GeForce RTX 2070 Super ROG Strix 8G Gaming GeForce RTX 2070 Super,8,260,
ASUS GeForce RTX 2070 Super ROG Strix A8G Gaming GeForce RTX 2070 Super,8,260,829.99
ASUS GeForce RTX 2070 Super ROG Strix O8G Gaming GeForce RTX 2070 Super,8,260,
ASUS GeForce RTX 2070 Super Turbo 8G EVO GeForce RTX 2070 Super,8,260,
ASUS GeForce RTX 2070 Turbo 8G GeForce RTX 2070,8,175,
ASUS GeForce RTX 2080 Dual O8G GeForce RTX 2080,8,225,
ASUS GeForce RTX 2080 ROG STRIX O8G Gaming GeForce RTX 2080,8,225,
ASUS GeForce RTX 2080 Super Dual 8G Evo GeForce RTX 2080 Super,8,250,
ASUS GeForce RTX 2080 Super Dual 8G Evo V GeForce RTX 2080 Super,8,250,
ASUS GeForce RTX 2080 Super Dual O8G Evo GeForce RTX 2080 Super,8,250,
ASUS GeForce RTX 2080 Super Dual O8G Evo V GeForce RTX 2080 Super,8,250,
ASUS GeForce RTX 2080 Super ROG Strix 8G Gaming GeForce RTX 2080 Super,8,250,
ASUS GeForce RTX 2080 Super ROG Strix A8G Gaming GeForce RTX 2080 Super,8,250,
ASUS GeForce RTX 2080 Super ROG Strix O8G Gaming GeForce RTX 2080 Super,8,250,
